,client_time,step,battery_low,is_charge,tag_battery_low,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12
14476,2020-08-05 09:58:50,229,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18229,2020-08-10 14:20:03,96,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18241,2020-08-10 14:30:09,103,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18245,2020-08-10 14:34:23,110,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18248,2020-08-10 14:37:52,162,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18263,2020-08-10 15:10:10,184,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18309,2020-08-10 16:29:55,191,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18321,2020-08-10 16:40:10,246,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18344,2020-08-10 17:06:30,271,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18348,2020-08-10 17:10:12,278,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18375,2020-08-10 17:29:47,361,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20246,2020-08-12 14:43:21,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20248,2020-08-12 14:46:11,21,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34078,2020-08-23 21:04:42,7,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162682,2020-11-03 15:53:25,26,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162686,2020-11-03 15:59:31,33,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
162704,2020-11-03 16:01:13,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
228205,2020-12-12 00:56:43,7,95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
228206,2020-12-12 00:58:29,47,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
228207,2020-12-12 01:06:55,56,93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
239249,2020-12-21 09:54:43,15,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
239250,2020-12-21 09:56:14,29,61,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
262850,2021-01-12 10:40:09,20,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
262855,2021-01-12 10:40:42,30,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
