,client_time,step,battery_low,is_charge,tag_battery_low,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12
18757,2020-08-11 12:32:50,1171,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18777,2020-08-11 12:49:46,28,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18781,2020-08-11 12:54:43,51,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18785,2020-08-11 13:00:05,508,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18812,2020-08-11 13:11:55,38,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19168,2020-08-11 17:50:05,228,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19188,2020-08-11 18:00:05,291,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19221,2020-08-11 18:20:06,316,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19234,2020-08-11 18:30:04,922,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19248,2020-08-11 18:40:05,943,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19321,2020-08-11 19:50:05,1225,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20153,2020-08-12 13:30:35,1252,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37461,2020-08-26 17:38:25,7,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37463,2020-08-26 17:39:30,15,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37472,2020-08-26 17:40:45,26,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37473,2020-08-26 17:41:11,51,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37475,2020-08-26 17:41:39,91,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37476,2020-08-26 17:41:45,98,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37477,2020-08-26 17:42:01,107,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
