,client_time,step,battery_low,is_charge,tag_battery_low,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12
14042,2020-08-04 12:54:01,318,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14044,2020-08-04 12:58:55,325,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14045,2020-08-04 12:59:18,351,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14047,2020-08-04 13:16:11,377,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14048,2020-08-04 13:21:32,384,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14049,2020-08-04 13:30:07,391,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14051,2020-08-04 14:00:04,468,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14065,2020-08-04 14:30:04,490,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14068,2020-08-04 14:40:07,497,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14072,2020-08-04 14:49:36,803,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14077,2020-08-04 15:10:09,910,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14079,2020-08-04 15:18:45,918,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14086,2020-08-04 15:28:30,941,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14087,2020-08-04 15:30:06,949,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14091,2020-08-04 15:34:51,956,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14093,2020-08-04 15:40:06,964,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14096,2020-08-04 15:50:05,972,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14103,2020-08-04 16:00:06,1030,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14108,2020-08-04 16:01:47,1039,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14115,2020-08-04 16:10:05,1046,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14127,2020-08-04 16:19:01,1087,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14145,2020-08-04 16:53:46,1692,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14146,2020-08-04 16:57:28,1712,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14149,2020-08-04 17:00:07,1719,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14155,2020-08-04 17:10:05,1742,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14176,2020-08-04 17:35:51,1828,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14193,2020-08-04 17:50:09,1838,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14255,2020-08-04 19:42:17,2492,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14257,2020-08-04 19:50:06,2528,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14280,2020-08-04 20:40:07,2554,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14283,2020-08-04 20:47:30,2561,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14288,2020-08-04 21:00:06,2578,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14295,2020-08-04 21:02:37,2585,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14302,2020-08-04 21:16:28,2605,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14303,2020-08-04 21:19:51,2622,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14315,2020-08-04 21:40:06,2949,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14322,2020-08-04 22:00:08,3030,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14324,2020-08-04 22:10:06,3051,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14326,2020-08-04 22:17:03,3124,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14334,2020-08-04 22:30:06,3350,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14335,2020-08-04 22:40:06,3382,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14342,2020-08-04 23:30:05,3397,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14344,2020-08-04 23:40:06,3410,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14354,2020-08-05 01:20:06,8,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14356,2020-08-05 01:30:05,19,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14363,2020-08-05 02:50:05,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14364,2020-08-05 03:10:05,43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14365,2020-08-05 03:20:06,76,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14366,2020-08-05 03:40:06,83,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14367,2020-08-05 03:50:04,109,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14373,2020-08-05 04:50:06,118,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14377,2020-08-05 05:30:05,143,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14378,2020-08-05 05:40:06,280,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14379,2020-08-05 05:48:51,288,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14381,2020-08-05 06:10:07,527,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14383,2020-08-05 06:20:07,575,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14385,2020-08-05 06:30:05,626,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14388,2020-08-05 06:50:07,739,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14392,2020-08-05 07:10:09,796,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14399,2020-08-05 07:40:06,992,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15028,2020-08-06 09:22:33,7,79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15031,2020-08-06 09:27:55,53,74,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15034,2020-08-06 09:30:08,60,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15039,2020-08-06 09:45:48,67,72,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15040,2020-08-06 09:46:38,74,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15043,2020-08-06 09:50:08,81,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15057,2020-08-06 10:10:08,153,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15058,2020-08-06 10:13:37,177,70,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15059,2020-08-06 10:14:27,184,71,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15070,2020-08-06 10:30:06,290,70,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15084,2020-08-06 10:50:13,350,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15092,2020-08-06 11:00:07,425,69,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15110,2020-08-06 11:20:08,507,68,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15124,2020-08-06 11:30:06,541,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15130,2020-08-06 11:40:08,566,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15141,2020-08-06 12:00:08,585,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15152,2020-08-06 12:19:33,601,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15155,2020-08-06 12:20:06,608,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15167,2020-08-06 12:29:32,616,66,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15175,2020-08-06 12:40:06,623,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15180,2020-08-06 12:50:04,630,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15192,2020-08-06 13:00:07,841,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15200,2020-08-06 13:10:08,935,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15232,2020-08-06 14:10:05,944,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15276,2020-08-06 15:00:09,1037,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15299,2020-08-06 15:20:14,1219,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15308,2020-08-06 15:30:10,1293,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15322,2020-08-06 15:40:08,1411,59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15339,2020-08-06 16:00:09,1595,58,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18892,2020-08-11 14:30:10,4942,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18914,2020-08-11 14:40:07,4957,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19122,2020-08-11 17:10:07,4975,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19132,2020-08-11 17:20:06,4983,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19176,2020-08-11 17:51:03,5073,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19194,2020-08-11 18:00:09,5089,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19197,2020-08-11 18:01:57,5113,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19205,2020-08-11 18:10:07,5144,97,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19224,2020-08-11 18:20:09,5156,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19279,2020-08-11 19:01:08,5198,93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19296,2020-08-11 19:27:44,5548,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19298,2020-08-11 19:29:55,5584,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19300,2020-08-11 19:30:08,5591,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19304,2020-08-11 19:35:55,5600,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19307,2020-08-11 19:38:52,5609,92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19310,2020-08-11 19:40:07,5622,92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19319,2020-08-11 19:49:29,5641,91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19349,2020-08-11 20:10:08,5667,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19366,2020-08-11 20:20:07,5677,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19374,2020-08-11 20:27:23,5693,89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19403,2020-08-11 21:00:08,5700,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19406,2020-08-11 21:05:35,5726,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19410,2020-08-11 21:10:14,5733,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19417,2020-08-11 21:20:06,6054,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19425,2020-08-11 21:30:09,6136,88,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19428,2020-08-11 21:40:07,6161,87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19431,2020-08-11 21:42:19,6283,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19450,2020-08-11 22:40:09,6307,84,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
