,client_time,step,battery_low,is_charge,tag_battery_low,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12
14481,2020-08-05 10:04:37,227,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15104,2020-08-06 11:13:47,101,27,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15132,2020-08-06 11:43:50,110,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15133,2020-08-06 11:43:51,117,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18936,2020-08-11 14:52:40,8,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18937,2020-08-11 14:53:04,17,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18938,2020-08-11 14:53:16,28,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18941,2020-08-11 14:55:28,35,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19794,2020-08-12 10:37:35,22,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20209,2020-08-12 14:00:10,4042,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20215,2020-08-12 14:06:21,4049,26,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
62821,2020-09-16 13:47:19,8103,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64456,2020-09-17 17:44:13,7498,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64459,2020-09-17 17:46:47,7505,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
64488,2020-09-17 18:18:05,7512,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64496,2020-09-17 18:20:49,7528,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64539,2020-09-17 18:54:35,7546,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
64541,2020-09-17 18:56:32,7567,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
65488,2020-09-18 14:44:25,7515,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
66872,2020-09-19 17:26:02,7940,69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69811,2020-09-21 17:41:21,8240,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72501,2020-09-23 15:52:17,7489,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
153895,2020-10-29 23:09:22,3746,80,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161654,2020-11-03 09:50:14,18,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161732,2020-11-03 10:40:09,38,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161736,2020-11-03 10:40:28,51,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161737,2020-11-03 10:40:39,60,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161740,2020-11-03 10:45:42,392,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161741,2020-11-03 10:45:53,412,99,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161742,2020-11-03 10:46:02,433,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161743,2020-11-03 10:46:12,453,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161744,2020-11-03 10:46:21,473,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161745,2020-11-03 10:47:11,570,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161747,2020-11-03 10:47:20,590,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161748,2020-11-03 10:47:30,609,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161761,2020-11-03 10:50:10,908,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161772,2020-11-03 10:55:11,1373,97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161773,2020-11-03 10:55:21,1392,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161774,2020-11-03 10:55:31,1411,98,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
161789,2020-11-03 11:00:12,1879,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161810,2020-11-03 11:10:10,3037,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161828,2020-11-03 11:20:14,3894,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161854,2020-11-03 11:30:12,4703,95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161874,2020-11-03 11:40:12,5849,96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
161884,2020-11-03 11:45:52,6363,96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
