,client_time,step,battery_low,is_charge,tag_battery_low,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12
14082,2020-08-04 15:27:34,2711,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14084,2020-08-04 15:27:40,2723,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14085,2020-08-04 15:28:17,2742,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14089,2020-08-04 15:31:16,2749,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14090,2020-08-04 15:31:26,2750,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14094,2020-08-04 15:44:10,2812,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14100,2020-08-04 15:51:26,2819,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14109,2020-08-04 16:03:03,2836,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14223,2020-08-04 18:40:09,2843,99,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14250,2020-08-04 19:28:07,2853,98,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14439,2020-08-05 09:10:06,584,67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14440,2020-08-05 09:14:17,832,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14442,2020-08-05 09:14:56,857,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14443,2020-08-05 09:15:06,878,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14444,2020-08-05 09:15:16,894,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14445,2020-08-05 09:16:06,929,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14446,2020-08-05 09:16:34,951,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14447,2020-08-05 09:16:44,968,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14448,2020-08-05 09:16:53,986,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14450,2020-08-05 09:18:32,1013,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14451,2020-08-05 09:22:47,1027,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14452,2020-08-05 09:22:56,1048,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14454,2020-08-05 09:23:36,1071,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14456,2020-08-05 09:24:25,1095,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14457,2020-08-05 09:24:35,1100,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14458,2020-08-05 09:24:54,1107,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14459,2020-08-05 09:25:04,1125,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14460,2020-08-05 09:25:14,1147,67,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14461,2020-08-05 09:25:24,1168,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14468,2020-08-05 09:51:53,1224,66,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
