,client_time,step,battery_low,is_charge,tag_battery_low,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12
69458,2020-09-21 14:46:03,103,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71891,2020-09-23 11:32:02,1648,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
71893,2020-09-23 11:32:27,1655,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71899,2020-09-23 11:35:49,1669,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71900,2020-09-23 11:36:00,1676,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71936,2020-09-23 11:43:45,1743,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71956,2020-09-23 11:53:26,1769,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
71975,2020-09-23 12:01:10,1808,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72010,2020-09-23 12:15:17,2054,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72040,2020-09-23 12:30:10,2184,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72046,2020-09-23 12:31:22,2191,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
72051,2020-09-23 12:34:18,2212,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72052,2020-09-23 12:34:38,2230,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72053,2020-09-23 12:34:48,2241,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72054,2020-09-23 12:34:58,2249,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72055,2020-09-23 12:35:07,2266,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72070,2020-09-23 12:40:11,2406,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72090,2020-09-23 12:50:07,3236,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72114,2020-09-23 13:00:13,3255,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
72124,2020-09-23 13:09:49,4020,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72129,2020-09-23 13:10:08,4027,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
72145,2020-09-23 13:13:25,4071,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72146,2020-09-23 13:13:46,4078,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72149,2020-09-23 13:18:12,4103,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
